ChangeEventID,RawAPN,CanonicalAPN,CommodityShortName,Year,PreviousQuantity,NewQuantity,Quantity_Delta,ChangeSource,Rationale,EvidenceURL,RecordedBy,RecordedAt,ReconciliationNote,LoadedAt
635,025-920-45,025-920-045,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
636,025-920-46,025-920-046,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
637,025-920-47,025-920-047,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
638,025-920-49,025-920-049,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
639,025-920-50,025-920-050,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
640,025-920-51,025-920-051,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
641,025-920-52,025-920-052,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
642,025-920-53,025-920-053,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
643,025-920-54,025-920-054,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
644,025-920-55,025-920-055,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
645,025-920-56,025-920-056,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
646,025-920-57,025-920-057,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
647,025-920-58,025-920-058,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
648,025-920-59,025-920-059,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
649,025-920-61,025-920-061,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
650,025-920-63,025-920-063,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
651,025-920-64,025-920-064,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
652,025-920-65,025-920-065,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
653,025-920-66,025-920-066,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
654,025-920-68,025-920-068,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Units are counted under 025-021-077 - 63-unit mobile home park, Heavenly Valley Estates. Zero Out individual parcels 025-920-01 through 025-920-68 (63 units)",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
662,026-031-03,026-031-003,SFRUU_or_MFRUU_TBD,2023,,,-2,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
665,026-031-11,026-031-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Vacant parcel, zero out",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
685,026-038-25,026-038-025,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
686,026-038-26,026-038-026,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
696,026-043-06,026-043-006,SFRUU_or_MFRUU_TBD,2023,,,-2,qa_correction,"Zero out, units counted on 026-300-01",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
697,026-043-07,026-043-007,SFRUU_or_MFRUU_TBD,2023,,,-2,qa_correction,"Zero out, units counted on 026-300-01",,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
729,026-082-17,026-082-017,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
735,026-091-05,026-091-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
736,026-091-06,026-091-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
757,026-099-04,026-099-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
758,026-099-05,026-099-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
759,026-099-08,026-099-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
799,026-290-03,026-290-003,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
828,027-111-02,027-111-002,SFRUU_or_MFRUU_TBD,2023,,,-2,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
832,027-112-21,027-112-021,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
837,027-122-13,027-122-013,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number Only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
848,027-133-11,027-133-011,SFRUU_or_MFRUU_TBD,2023,,,-2,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1051,027-670-01,027-670-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 13 units are counted under 027-322-21,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1052,027-670-02,027-670-002,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 13 units are counted under 027-322-21,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1054,027-670-04,027-670-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 13 units are counted under 027-322-21,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1055,027-670-05,027-670-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 13 units are counted under 027-322-21,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1056,027-670-06,027-670-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 13 units are counted under 027-322-21,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1057,027-670-07,027-670-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 13 units are counted under 027-322-21,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1058,027-670-08,027-670-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 13 units are counted under 027-322-21,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1059,027-670-10,027-670-010,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 13 units are counted under 027-322-21,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1060,027-670-11,027-670-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 13 units are counted under 027-322-21,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1061,027-670-12,027-670-012,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 13 units are counted under 027-322-21,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1062,027-670-13,027-670-013,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 13 units are counted under 027-322-21,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1063,027-670-14,027-670-014,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 13 units are counted under 027-322-21,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1064,027-680-01,027-680-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1065,027-680-05,027-680-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1066,027-680-07,027-680-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1067,027-680-11,027-680-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1068,027-680-12,027-680-012,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1069,027-680-14,027-680-014,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1070,027-680-16,027-680-016,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1071,027-680-18,027-680-018,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1072,027-680-21,027-680-021,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1073,027-680-22,027-680-022,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1074,027-680-24,027-680-024,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1075,027-680-26,027-680-026,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1076,027-680-27,027-680-027,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1077,027-680-29,027-680-029,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1078,027-680-31,027-680-031,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1079,027-680-33,027-680-033,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1080,027-680-34,027-680-034,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1081,027-680-36,027-680-036,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Mobile Home Park - 36 units are counted under 027-170-002,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1118,028-121-01,028-121-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1119,028-121-02,028-121-002,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1133,028-171-09,028-171-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1135,028-180-47,028-180-047,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1150,029-041-24,029-041-024,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1168,029-091-25,029-091-025,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1191,029-300-14,029-300-014,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1240,029-381-34,029-381-034,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1261,029-413-21,029-413-021,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1264,029-450-01,029-450-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1265,029-450-02,029-450-002,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1267,029-450-04,029-450-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1268,029-450-05,029-450-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1270,029-450-07,029-450-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1271,029-450-08,029-450-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1272,029-450-09,029-450-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1273,029-450-10,029-450-010,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1274,029-450-11,029-450-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1275,029-450-12,029-450-012,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1276,029-450-13,029-450-013,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1277,029-450-14,029-450-014,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1278,029-450-15,029-450-015,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1279,029-450-16,029-450-016,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1280,029-450-17,029-450-017,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1282,029-450-19,029-450-019,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1283,029-450-20,029-450-020,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1284,029-450-21,029-450-021,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1285,029-450-22,029-450-022,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1286,029-450-23,029-450-023,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1287,029-450-24,029-450-024,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1288,029-450-25,029-450-025,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1289,029-450-26,029-450-026,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1290,029-450-27,029-450-027,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1291,029-450-28,029-450-028,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1292,029-450-29,029-450-029,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1293,029-450-30,029-450-030,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1294,029-450-31,029-450-031,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1295,029-450-32,029-450-032,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1296,029-450-33,029-450-033,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1297,029-450-34,029-450-034,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
1298,029-450-35,029-450-035,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,Ken,2026-05-04T07:57:36.418395+00:00,no_matching_s06_finding,2026-05-04T07:58:01.611894+00:00
